quarantine_id,table_name,record_id,issue_type,action,detected_at,record_payload
QR0000761,fact_quote,Q00180892,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0090"", ""inquiry_id"": ""I0052455"", ""quote_amount"": ""18329.78"", ""quote_date"": ""2023-11-18"", ""quote_id"": ""Q00180892"", ""quote_rank"": ""1"", ""response_time_hours"": ""5.36""}"
QR0000762,fact_quote,Q00027589,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0075"", ""inquiry_id"": ""I0007993"", ""quote_amount"": ""15268.5"", ""quote_date"": ""2022-06-05"", ""quote_id"": ""Q00027589"", ""quote_rank"": ""3"", ""response_time_hours"": ""7.1""}"
QR0000763,fact_quote,Q00170692,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0139"", ""inquiry_id"": ""I0049496"", ""quote_amount"": ""13653.8"", ""quote_date"": ""2023-10-23"", ""quote_id"": ""Q00170692"", ""quote_rank"": ""4"", ""response_time_hours"": ""3.84""}"
QR0000764,fact_quote,Q00315132,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0083"", ""inquiry_id"": ""I0091343"", ""quote_amount"": ""22641.78"", ""quote_date"": ""2022-06-10"", ""quote_id"": ""Q00315132"", ""quote_rank"": ""4"", ""response_time_hours"": ""10.55""}"
QR0000765,fact_quote,Q00340284,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0027"", ""inquiry_id"": ""I0098676"", ""quote_amount"": ""31484.59"", ""quote_date"": ""2022-03-29"", ""quote_id"": ""Q00340284"", ""quote_rank"": ""2"", ""response_time_hours"": ""1.64""}"
QR0000766,fact_quote,Q00037998,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0140"", ""inquiry_id"": ""I0010986"", ""quote_amount"": ""4966.95"", ""quote_date"": ""2023-01-11"", ""quote_id"": ""Q00037998"", ""quote_rank"": ""1"", ""response_time_hours"": ""3.7""}"
QR0000767,fact_quote,Q00153851,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0141"", ""inquiry_id"": ""I0044627"", ""quote_amount"": ""28295.16"", ""quote_date"": ""2022-09-27"", ""quote_id"": ""Q00153851"", ""quote_rank"": ""1"", ""response_time_hours"": ""5.44""}"
QR0000768,fact_quote,Q00165406,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0035"", ""inquiry_id"": ""I0047954"", ""quote_amount"": ""23043.91"", ""quote_date"": ""2023-06-11"", ""quote_id"": ""Q00165406"", ""quote_rank"": ""1"", ""response_time_hours"": ""16.5""}"
QR0000769,fact_quote,Q00059776,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0028"", ""inquiry_id"": ""I0017333"", ""quote_amount"": ""22035.02"", ""quote_date"": ""2023-01-07"", ""quote_id"": ""Q00059776"", ""quote_rank"": ""4"", ""response_time_hours"": ""14.24""}"
QR0000770,fact_quote,Q00003612,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0131"", ""inquiry_id"": ""I0001048"", ""quote_amount"": ""24132.43"", ""quote_date"": ""2025-03-25"", ""quote_id"": ""Q00003612"", ""quote_rank"": ""2"", ""response_time_hours"": ""8.24""}"
QR0000771,fact_quote,Q00075943,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0024"", ""inquiry_id"": ""I0022031"", ""quote_amount"": ""23744.61"", ""quote_date"": ""2025-03-27"", ""quote_id"": ""Q00075943"", ""quote_rank"": ""1"", ""response_time_hours"": ""14.16""}"
QR0000772,fact_quote,Q00241273,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0120"", ""inquiry_id"": ""I0069966"", ""quote_amount"": ""60606.66"", ""quote_date"": ""2023-02-13"", ""quote_id"": ""Q00241273"", ""quote_rank"": ""1"", ""response_time_hours"": ""19.2""}"
QR0000773,fact_quote,Q00337002,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0044"", ""inquiry_id"": ""I0097721"", ""quote_amount"": ""19420.43"", ""quote_date"": ""2024-06-02"", ""quote_id"": ""Q00337002"", ""quote_rank"": ""2"", ""response_time_hours"": ""2.13""}"
QR0000774,fact_quote,Q00286744,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0060"", ""inquiry_id"": ""I0083139"", ""quote_amount"": ""32024.59"", ""quote_date"": ""2023-07-26"", ""quote_id"": ""Q00286744"", ""quote_rank"": ""2"", ""response_time_hours"": ""13.56""}"
QR0000775,fact_quote,Q00107590,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0064"", ""inquiry_id"": ""I0031249"", ""quote_amount"": ""25454.51"", ""quote_date"": ""2024-09-16"", ""quote_id"": ""Q00107590"", ""quote_rank"": ""1"", ""response_time_hours"": ""9.12""}"
QR0000776,fact_quote,Q00104350,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0008"", ""inquiry_id"": ""I0030318"", ""quote_amount"": ""2695.47"", ""quote_date"": ""2023-06-04"", ""quote_id"": ""Q00104350"", ""quote_rank"": ""2"", ""response_time_hours"": ""4.67""}"
QR0000777,fact_quote,Q00083475,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0045"", ""inquiry_id"": ""I0024238"", ""quote_amount"": ""27173.14"", ""quote_date"": ""2025-09-18"", ""quote_id"": ""Q00083475"", ""quote_rank"": ""2"", ""response_time_hours"": ""5.06""}"
QR0000778,fact_quote,Q00234397,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0076"", ""inquiry_id"": ""I0067972"", ""quote_amount"": ""13808.8"", ""quote_date"": ""2023-11-02"", ""quote_id"": ""Q00234397"", ""quote_rank"": ""2"", ""response_time_hours"": ""9.4""}"
QR0000779,fact_quote,Q00121693,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0018"", ""inquiry_id"": ""I0035309"", ""quote_amount"": ""17046.49"", ""quote_date"": ""2023-02-20"", ""quote_id"": ""Q00121693"", ""quote_rank"": ""2"", ""response_time_hours"": ""17.87""}"
QR0000780,fact_quote,Q00116233,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0088"", ""inquiry_id"": ""I0033741"", ""quote_amount"": ""5123.82"", ""quote_date"": ""2022-01-10"", ""quote_id"": ""Q00116233"", ""quote_rank"": ""3"", ""response_time_hours"": ""17.19""}"
QR0000781,fact_quote,Q00134109,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0089"", ""inquiry_id"": ""I0038888"", ""quote_amount"": ""24538.0"", ""quote_date"": ""2022-01-11"", ""quote_id"": ""Q00134109"", ""quote_rank"": ""3"", ""response_time_hours"": ""9.35""}"
QR0000782,fact_quote,Q00108070,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0111"", ""inquiry_id"": ""I0031387"", ""quote_amount"": ""10929.28"", ""quote_date"": ""2025-02-23"", ""quote_id"": ""Q00108070"", ""quote_rank"": ""2"", ""response_time_hours"": ""10.78""}"
QR0000783,fact_quote,Q00235831,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0009"", ""inquiry_id"": ""I0068395"", ""quote_amount"": ""3592.55"", ""quote_date"": ""2022-09-28"", ""quote_id"": ""Q00235831"", ""quote_rank"": ""3"", ""response_time_hours"": ""9.98""}"
QR0000784,fact_quote,Q00112764,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0096"", ""inquiry_id"": ""I0032746"", ""quote_amount"": ""17567.74"", ""quote_date"": ""2023-10-21"", ""quote_id"": ""Q00112764"", ""quote_rank"": ""3"", ""response_time_hours"": ""3.57""}"
QR0000785,fact_quote,Q00340352,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0099"", ""inquiry_id"": ""I0098696"", ""quote_amount"": ""26772.76"", ""quote_date"": ""2023-05-23"", ""quote_id"": ""Q00340352"", ""quote_rank"": ""1"", ""response_time_hours"": ""4.42""}"
QR0000786,fact_quote,Q00223085,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0109"", ""inquiry_id"": ""I0064682"", ""quote_amount"": ""21607.3"", ""quote_date"": ""2022-09-26"", ""quote_id"": ""Q00223085"", ""quote_rank"": ""2"", ""response_time_hours"": ""20.42""}"
QR0000787,fact_quote,Q00163156,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0109"", ""inquiry_id"": ""I0047315"", ""quote_amount"": ""9341.94"", ""quote_date"": ""2024-01-20"", ""quote_id"": ""Q00163156"", ""quote_rank"": ""2"", ""response_time_hours"": ""7.92""}"
QR0000788,fact_quote,Q00104284,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0110"", ""inquiry_id"": ""I0030299"", ""quote_amount"": ""7884.55"", ""quote_date"": ""2025-04-27"", ""quote_id"": ""Q00104284"", ""quote_rank"": ""2"", ""response_time_hours"": ""10.82""}"
QR0000789,fact_quote,Q00214662,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0009"", ""inquiry_id"": ""I0062251"", ""quote_amount"": ""23920.67"", ""quote_date"": ""2022-08-03"", ""quote_id"": ""Q00214662"", ""quote_rank"": ""4"", ""response_time_hours"": ""11.65""}"
QR0000790,fact_quote,Q00327402,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0120"", ""inquiry_id"": ""I0094902"", ""quote_amount"": ""23263.19"", ""quote_date"": ""2024-11-26"", ""quote_id"": ""Q00327402"", ""quote_rank"": ""1"", ""response_time_hours"": ""2.92""}"
QR0000791,fact_quote,Q00190101,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0068"", ""inquiry_id"": ""I0055139"", ""quote_amount"": ""11996.35"", ""quote_date"": ""not-a-date"", ""quote_id"": ""Q00190101"", ""quote_rank"": ""3"", ""response_time_hours"": ""8.4""}"
QR0000792,fact_quote,Q00043585,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0133"", ""inquiry_id"": ""I0012602"", ""quote_amount"": ""1201.68"", ""quote_date"": ""2025-09-05"", ""quote_id"": ""Q00043585"", ""quote_rank"": ""1"", ""response_time_hours"": ""13.39""}"
QR0000793,fact_quote,Q00007350,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0082"", ""inquiry_id"": ""I0002142"", ""quote_amount"": ""10573.28"", ""quote_date"": ""2023-11-24"", ""quote_id"": ""Q00007350"", ""quote_rank"": ""2"", ""response_time_hours"": ""21.94""}"
QR0000794,fact_quote,Q00304376,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0019"", ""inquiry_id"": ""I0088245"", ""quote_amount"": ""12064.67"", ""quote_date"": ""2023-12-04"", ""quote_id"": ""Q00304376"", ""quote_rank"": ""1"", ""response_time_hours"": ""28.76""}"
QR0000795,fact_quote,Q00038177,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0051"", ""inquiry_id"": ""I0011036"", ""quote_amount"": ""1523.39"", ""quote_date"": ""2025-09-04"", ""quote_id"": ""Q00038177"", ""quote_rank"": ""4"", ""response_time_hours"": ""7.75""}"
QR0000796,fact_quote,Q00004508,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0128"", ""inquiry_id"": ""I0001304"", ""quote_amount"": ""12145.21"", ""quote_date"": ""2023-03-11"", ""quote_id"": ""Q00004508"", ""quote_rank"": ""1"", ""response_time_hours"": ""7.2""}"
QR0000797,fact_quote,Q00209345,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0024"", ""inquiry_id"": ""I0060723"", ""quote_amount"": ""9869.76"", ""quote_date"": ""2024-08-26"", ""quote_id"": ""Q00209345"", ""quote_rank"": ""1"", ""response_time_hours"": ""11.26""}"
QR0000798,fact_quote,Q00257901,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0110"", ""inquiry_id"": ""I0074787"", ""quote_amount"": ""10693.07"", ""quote_date"": ""2023-01-28"", ""quote_id"": ""Q00257901"", ""quote_rank"": ""2"", ""response_time_hours"": ""8.33""}"
QR0000799,fact_quote,Q00120592,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0013"", ""inquiry_id"": ""I0034999"", ""quote_amount"": ""41289.05"", ""quote_date"": ""2023-04-04"", ""quote_id"": ""Q00120592"", ""quote_rank"": ""4"", ""response_time_hours"": ""3.43""}"
QR0000800,fact_quote,Q00240617,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0079"", ""inquiry_id"": ""I0069782"", ""quote_amount"": ""3996.89"", ""quote_date"": ""2023-01-21"", ""quote_id"": ""Q00240617"", ""quote_rank"": ""2"", ""response_time_hours"": ""7.85""}"
QR0000801,fact_quote,Q00076591,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0042"", ""inquiry_id"": ""I0022218"", ""quote_amount"": ""25359.82"", ""quote_date"": ""2023-09-15"", ""quote_id"": ""Q00076591"", ""quote_rank"": ""3"", ""response_time_hours"": ""10.29""}"
QR0000802,fact_quote,Q00344164,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0083"", ""inquiry_id"": ""I0099798"", ""quote_amount"": ""24627.56"", ""quote_date"": ""2025-01-23"", ""quote_id"": ""Q00344164"", ""quote_rank"": ""3"", ""response_time_hours"": ""11.6""}"
QR0000803,fact_quote,Q00321902,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0115"", ""inquiry_id"": ""I0093317"", ""quote_amount"": ""29325.44"", ""quote_date"": ""2025-04-02"", ""quote_id"": ""Q00321902"", ""quote_rank"": ""3"", ""response_time_hours"": ""14.12""}"
QR0000804,fact_quote,Q00114000,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0069"", ""inquiry_id"": ""I0033100"", ""quote_amount"": ""23223.98"", ""quote_date"": ""2022-04-22"", ""quote_id"": ""Q00114000"", ""quote_rank"": ""2"", ""response_time_hours"": ""6.09""}"
QR0000805,fact_quote,Q00183801,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0030"", ""inquiry_id"": ""I0053293"", ""quote_amount"": ""18420.9"", ""quote_date"": ""2024-12-26"", ""quote_id"": ""Q00183801"", ""quote_rank"": ""1"", ""response_time_hours"": ""6.34""}"
QR0000806,fact_quote,Q00139835,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0050"", ""inquiry_id"": ""I0040545"", ""quote_amount"": ""10211.2"", ""quote_date"": ""2025-01-06"", ""quote_id"": ""Q00139835"", ""quote_rank"": ""2"", ""response_time_hours"": ""14.55""}"
QR0000807,fact_quote,Q00340815,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0112"", ""inquiry_id"": ""I0098832"", ""quote_amount"": ""29014.15"", ""quote_date"": ""2022-09-18"", ""quote_id"": ""Q00340815"", ""quote_rank"": ""5"", ""response_time_hours"": ""4.85""}"
QR0000808,fact_quote,Q00293896,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0031"", ""inquiry_id"": ""I0085190"", ""quote_amount"": ""21877.69"", ""quote_date"": ""2023-02-19"", ""quote_id"": ""Q00293896"", ""quote_rank"": ""4"", ""response_time_hours"": ""4.8""}"
QR0000809,fact_quote,Q00099494,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0117"", ""inquiry_id"": ""I0028902"", ""quote_amount"": ""38554.92"", ""quote_date"": ""2024-06-12"", ""quote_id"": ""Q00099494"", ""quote_rank"": ""2"", ""response_time_hours"": ""10.35""}"
QR0000810,fact_quote,Q00304201,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0038"", ""inquiry_id"": ""I0088188"", ""quote_amount"": ""33970.2"", ""quote_date"": ""2022-01-25"", ""quote_id"": ""Q00304201"", ""quote_rank"": ""5"", ""response_time_hours"": ""14.78""}"
QR0000811,fact_quote,Q00023042,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0058"", ""inquiry_id"": ""I0006677"", ""quote_amount"": ""6470.04"", ""quote_date"": ""2023-11-26"", ""quote_id"": ""Q00023042"", ""quote_rank"": ""3"", ""response_time_hours"": ""14.4""}"
QR0000812,fact_quote,Q00218274,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0020"", ""inquiry_id"": ""I0063294"", ""quote_amount"": ""41121.58"", ""quote_date"": ""2025-12-04"", ""quote_id"": ""Q00218274"", ""quote_rank"": ""1"", ""response_time_hours"": ""6.16""}"
QR0000813,fact_quote,Q00135304,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0101"", ""inquiry_id"": ""I0039241"", ""quote_amount"": ""11385.46"", ""quote_date"": ""2025-03-05"", ""quote_id"": ""Q00135304"", ""quote_rank"": ""2"", ""response_time_hours"": ""2.37""}"
QR0000814,fact_quote,Q00311251,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0118"", ""inquiry_id"": ""I0090230"", ""quote_amount"": ""7638.73"", ""quote_date"": ""2025-12-08"", ""quote_id"": ""Q00311251"", ""quote_rank"": ""1"", ""response_time_hours"": ""17.55""}"
QR0000815,fact_quote,Q00113436,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0093"", ""inquiry_id"": ""I0032941"", ""quote_amount"": ""5540.78"", ""quote_date"": ""2025-09-05"", ""quote_id"": ""Q00113436"", ""quote_rank"": ""4"", ""response_time_hours"": ""9.23""}"
QR0000816,fact_quote,Q00220746,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0140"", ""inquiry_id"": ""I0064007"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-06-11"", ""quote_id"": ""Q00220746"", ""quote_rank"": ""2"", ""response_time_hours"": ""3.64""}"
QR0000817,fact_quote,Q00079200,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0001"", ""inquiry_id"": ""I0022986"", ""quote_amount"": ""43326.62"", ""quote_date"": ""2025-08-15"", ""quote_id"": ""Q00079200"", ""quote_rank"": ""2"", ""response_time_hours"": ""12.66""}"
QR0000818,fact_quote,Q00208568,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0064"", ""inquiry_id"": ""I0060494"", ""quote_amount"": ""6440.88"", ""quote_date"": ""2025-07-08"", ""quote_id"": ""Q00208568"", ""quote_rank"": ""3"", ""response_time_hours"": ""19.2""}"
QR0000819,fact_quote,Q00248582,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0085"", ""inquiry_id"": ""I0072096"", ""quote_amount"": ""20365.7"", ""quote_date"": ""2023-12-23"", ""quote_id"": ""Q00248582"", ""quote_rank"": ""1"", ""response_time_hours"": ""4.87""}"
QR0000820,fact_quote,Q00315729,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0095"", ""inquiry_id"": ""I0091516"", ""quote_amount"": ""6694.93"", ""quote_date"": ""2023-02-19"", ""quote_id"": ""Q00315729"", ""quote_rank"": ""1"", ""response_time_hours"": ""15.09""}"
QR0000821,fact_quote,Q00162050,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0100"", ""inquiry_id"": ""I0047002"", ""quote_amount"": ""40163.44"", ""quote_date"": ""2024-10-29"", ""quote_id"": ""Q00162050"", ""quote_rank"": ""2"", ""response_time_hours"": ""4.71""}"
QR0000822,fact_quote,Q00255817,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0046"", ""inquiry_id"": ""I0074189"", ""quote_amount"": ""30731.69"", ""quote_date"": ""2024-05-01"", ""quote_id"": ""Q00255817"", ""quote_rank"": ""4"", ""response_time_hours"": ""6.44""}"
QR0000823,fact_quote,Q00039909,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0050"", ""inquiry_id"": ""I0011535"", ""quote_amount"": ""35047.7"", ""quote_date"": ""2022-06-24"", ""quote_id"": ""Q00039909"", ""quote_rank"": ""2"", ""response_time_hours"": ""16.16""}"
QR0000824,fact_quote,Q00340582,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0111"", ""inquiry_id"": ""I0098764"", ""quote_amount"": ""24011.07"", ""quote_date"": ""2023-01-14"", ""quote_id"": ""Q00340582"", ""quote_rank"": ""2"", ""response_time_hours"": ""3.37""}"
QR0000825,fact_quote,Q00296307,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0073"", ""inquiry_id"": ""I0085889"", ""quote_amount"": ""10532.91"", ""quote_date"": ""2024-05-16"", ""quote_id"": ""Q00296307"", ""quote_rank"": ""1"", ""response_time_hours"": ""7.6""}"
QR0000826,fact_quote,Q00261966,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0048"", ""inquiry_id"": ""I0075959"", ""quote_amount"": ""33306.11"", ""quote_date"": ""2025-07-10"", ""quote_id"": ""Q00261966"", ""quote_rank"": ""1"", ""response_time_hours"": ""3.21""}"
QR0000827,fact_quote,Q00021893,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0028"", ""inquiry_id"": ""I0006345"", ""quote_amount"": ""40082.73"", ""quote_date"": ""2023-04-17"", ""quote_id"": ""Q00021893"", ""quote_rank"": ""3"", ""response_time_hours"": ""22.7""}"
QR0000828,fact_quote,Q00211978,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0063"", ""inquiry_id"": ""I0061488"", ""quote_amount"": ""22452.28"", ""quote_date"": ""2022-11-12"", ""quote_id"": ""Q00211978"", ""quote_rank"": ""1"", ""response_time_hours"": ""6.83""}"
QR0000829,fact_quote,Q00272843,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0004"", ""inquiry_id"": ""I0079096"", ""quote_amount"": ""49670.79"", ""quote_date"": ""2022-05-31"", ""quote_id"": ""Q00272843"", ""quote_rank"": ""2"", ""response_time_hours"": ""1.83""}"
QR0000830,fact_quote,Q00153823,duplicate_primary_key,Keep first occurrence; quarantine later duplicate,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0064"", ""inquiry_id"": ""I0044619"", ""quote_amount"": ""16496.29"", ""quote_date"": ""2024-07-14"", ""quote_id"": ""Q00153823"", ""quote_rank"": ""1"", ""response_time_hours"": ""19.55""}"
